case_id,N_st,n_x,n_y,l_x_mm,l_y_mm,C_G1_Corner_b,C_G1_Edge_b,C_G1_Interior_b,B_G1_Edge_b,B_G1_Edge_h,B_G1_Interior_b,B_G1_Interior_h,C_G2_Corner_b,C_G2_Edge_b,C_G2_Interior_b,B_G2_Edge_b,B_G2_Edge_h,B_G2_Interior_b,B_G2_Interior_h,C_G3_Corner_b,C_G3_Edge_b,C_G3_Interior_b,B_G3_Edge_b,B_G3_Edge_h,B_G3_Interior_b,B_G3_Interior_h
3082,6,8,4,4200,4800,450,600,600,400,700,400,700,450,600,600,400,700,400,700,450,600,600,400,700,400,700
3083,9,8,4,3600,4200,650,650,650,250,400,250,400,400,450,650,250,400,250,400,400,450,450,250,400,250,400
3084,6,5,5,4200,5400,500,500,500,300,500,300,500,500,500,500,300,500,300,500,450,500,500,300,500,300,500
3085,10,5,3,6000,5400,700,700,700,250,500,250,500,400,400,400,250,500,250,500,400,400,400,150,450,250,500
3086,7,10,4,6000,3600,750,750,750,350,700,350,700,750,750,750,350,700,350,700,750,750,750,350,700,350,700
3087,8,9,3,4800,7200,750,750,750,250,600,250,600,750,750,750,250,600,250,600,750,750,750,250,600,250,600
3088,6,6,5,6000,6000,750,750,750,150,450,350,700,500,600,750,150,450,200,450,500,600,750,150,450,200,450
3089,6,6,3,4200,4800,400,400,400,350,700,350,700,400,400,400,150,450,350,700,400,400,400,150,450,350,700
3090,10,8,4,6600,7200,500,650,650,300,700,300,700,500,650,650,300,700,300,700,500,650,650,300,700,300,700
3091,6,9,4,6000,4800,450,600,600,250,600,250,600,450,600,600,250,600,250,600,450,600,600,150,400,250,600
3092,8,9,3,7200,3600,700,700,700,150,450,250,500,700,700,700,150,450,250,500,450,450,700,150,450,250,500
3093,8,10,4,7200,6600,750,750,750,150,400,200,600,450,450,550,150,400,200,600,450,450,550,150,400,200,600
3094,10,10,3,3600,7200,450,600,600,200,400,400,700,450,600,600,200,400,250,400,450,600,600,150,400,250,400
3095,6,8,5,4800,7200,750,750,750,400,700,400,700,750,750,750,400,700,400,700,650,650,650,250,600,250,600
3096,8,5,5,6600,5400,600,600,600,300,650,300,650,600,600,600,300,650,300,650,400,400,600,300,650,300,650
3097,8,9,5,6600,4800,650,650,650,150,450,150,450,650,650,650,150,450,150,450,400,400,400,150,450,150,450
3098,8,8,3,7200,4200,750,750,750,300,450,300,450,750,750,750,300,450,300,450,750,750,750,300,450,300,450
3099,8,7,5,7200,4800,400,400,400,300,600,300,600,400,400,400,300,600,300,600,400,400,400,300,600,300,600
3100,8,6,4,6600,5400,400,400,400,200,400,200,400,400,400,400,200,400,200,400,400,400,400,150,400,150,400
3101,7,7,4,4200,5400,750,750,750,200,500,200,500,450,450,500,150,400,200,500,400,400,400,150,400,200,500
3102,8,7,3,7200,7200,600,600,600,250,450,350,550,600,600,600,250,450,350,550,600,600,600,250,450,350,550
3103,6,5,5,7200,3600,400,400,400,150,400,200,500,400,400,400,150,400,200,500,400,400,400,150,400,200,500
3104,8,5,4,4800,3600,450,450,450,250,650,250,650,450,450,450,250,650,250,650,450,450,450,200,500,250,650
3105,9,10,3,7200,4200,500,500,500,350,600,350,600,500,500,500,150,450,150,450,500,500,500,150,450,150,450
3106,10,9,5,5400,3600,750,750,750,400,650,400,650,650,650,750,250,400,250,400,650,650,750,250,400,250,400
3107,6,10,4,4200,4200,700,700,700,350,550,350,550,400,550,550,350,550,350,550,400,550,550,350,550,350,550
3108,10,8,3,5400,3600,700,700,700,300,600,300,600,700,700,700,300,600,300,600,700,700,700,300,600,300,600
3109,6,9,3,6600,6000,450,450,450,300,750,300,750,450,450,450,300,750,300,750,450,450,450,300,750,300,750
3110,8,6,5,3600,6600,800,800,800,250,650,250,650,750,750,750,150,400,250,650,750,750,750,150,400,250,650
3111,8,8,3,6600,6600,500,500,500,150,450,200,600,500,500,500,150,450,200,600,400,400,500,150,400,200,400
3112,10,10,3,5400,7200,500,500,500,400,650,400,650,500,500,500,200,500,400,650,500,500,500,200,500,400,650
3113,9,9,3,7200,4800,550,550,550,250,500,300,600,550,550,550,250,500,300,600,550,550,550,250,500,300,600
3114,9,8,3,5400,4800,700,700,700,250,400,250,400,550,700,700,250,400,250,400,550,700,700,250,400,250,400
3115,7,7,3,4200,6000,500,500,650,150,400,250,650,500,500,650,150,400,250,650,500,500,650,150,400,200,500
3116,8,6,3,6000,6000,500,500,500,350,800,350,800,500,500,500,350,800,350,800,500,500,500,350,800,350,800
3117,10,9,3,4200,6000,400,400,400,250,550,250,550,400,400,400,250,550,250,550,400,400,400,200,400,250,550
3118,8,6,4,4200,7200,750,750,750,400,750,400,750,750,750,750,400,750,400,750,750,750,750,400,750,400,750
3119,8,10,5,3600,4800,500,500,500,300,450,300,450,500,500,500,150,400,150,400,500,500,500,150,400,150,400
3120,9,6,3,7200,6600,750,750,750,150,400,300,750,750,750,750,150,400,300,750,750,750,750,150,400,200,450
3121,9,10,5,6000,4200,650,650,650,200,450,400,650,650,650,650,200,450,400,650,650,650,650,200,450,400,650
3122,7,6,4,5400,6600,500,500,500,400,700,400,700,400,400,400,400,700,400,700,400,400,400,200,400,200,400
3123,10,7,3,6000,6600,600,600,600,150,400,350,800,600,600,600,150,400,350,800,600,600,600,150,400,350,800
3124,8,7,4,5400,6600,450,600,650,300,800,300,800,450,600,650,300,800,300,800,450,600,650,150,450,150,450
3125,6,7,4,5400,4200,800,800,800,400,750,400,750,800,800,800,250,400,250,400,600,600,600,250,400,250,400
3126,8,7,5,6000,6000,800,800,800,400,800,400,800,750,750,750,400,800,400,800,750,750,750,200,600,200,600
3127,9,8,4,5400,6600,600,600,600,350,650,350,650,600,600,600,150,400,350,650,600,600,600,150,400,350,650
3128,7,5,4,5400,4200,700,700,700,400,750,400,750,700,700,700,400,750,400,750,700,700,700,400,750,400,750
3129,7,8,5,4200,4200,450,450,450,400,650,400,650,450,450,450,400,650,400,650,450,450,450,400,650,400,650
3130,10,10,4,4200,4800,450,450,450,200,550,200,550,450,450,450,200,550,200,550,450,450,450,200,450,200,450
3131,9,7,3,4800,5400,750,750,750,200,400,200,400,750,750,750,200,400,200,400,500,500,750,200,400,200,400
3132,9,7,4,5400,6600,750,750,750,400,800,400,800,750,750,750,300,500,300,500,750,750,750,300,500,300,500
3133,6,9,5,5400,7200,400,400,400,350,800,350,800,400,400,400,350,800,350,800,400,400,400,350,800,350,800
3134,8,8,4,6600,3600,650,650,650,200,500,400,700,400,400,650,200,500,400,700,400,400,650,200,500,400,700
3135,10,9,3,6600,7200,400,400,450,250,500,250,500,400,400,450,250,500,250,500,400,400,450,150,400,150,400
3136,7,10,3,6000,6600,450,450,450,200,450,200,450,450,450,450,200,450,200,450,400,400,450,200,450,200,450
3137,10,9,4,5400,5400,450,450,450,300,750,300,750,450,450,450,200,400,300,450,450,450,450,200,400,300,450
3138,6,8,4,4800,6000,500,500,500,400,600,400,600,500,500,500,250,400,400,600,500,500,500,250,400,400,600
3139,10,7,4,4800,7200,400,400,400,250,550,250,550,400,400,400,250,550,250,550,400,400,400,250,550,250,550
3140,9,9,4,6600,5400,450,450,450,300,750,300,750,450,450,450,300,750,300,750,450,450,450,300,750,300,750
3141,9,7,5,7200,6000,500,500,500,250,400,250,400,500,500,500,250,400,250,400,400,450,500,250,400,250,400
3142,10,10,5,6000,7200,800,800,800,350,800,350,800,800,800,800,350,800,350,800,800,800,800,350,800,350,800
3143,6,7,3,4800,4200,550,550,550,300,700,300,700,400,550,550,200,400,200,400,400,400,550,200,400,200,400
3144,9,9,4,4800,6000,550,550,550,300,800,300,800,550,550,550,300,800,300,800,550,550,550,300,800,300,800
3145,9,7,5,6000,7200,700,700,700,250,400,300,750,700,700,700,250,400,250,750,700,700,700,250,400,250,750
3146,7,8,5,3600,7200,700,700,700,400,600,400,600,700,700,700,400,600,400,600,700,700,700,400,600,400,600
3147,10,10,5,6000,7200,400,400,400,200,600,200,600,400,400,400,200,600,200,600,400,400,400,200,450,200,450
3148,6,7,5,3600,6000,550,550,550,350,650,350,650,550,550,550,350,650,350,650,400,550,550,300,550,300,550
3149,9,8,4,6600,4200,750,750,750,200,400,200,400,750,750,750,200,400,200,400,550,750,750,200,400,200,400
3150,8,8,3,4200,5400,750,750,750,200,450,350,750,750,750,750,200,450,350,750,750,750,750,200,450,350,750
3151,7,10,4,4800,7200,450,450,450,300,800,300,800,400,400,400,250,600,250,600,400,400,400,250,600,250,600
3152,7,7,5,6600,7200,650,650,650,350,550,350,550,600,650,650,350,550,350,550,600,650,650,350,550,350,550
3153,10,7,3,6600,7200,600,600,600,300,700,300,700,600,600,600,300,700,300,700,600,600,600,200,500,300,700
3154,10,7,3,5400,6000,650,650,650,200,500,200,500,650,650,650,200,500,200,500,650,650,650,200,500,200,500
3155,9,8,4,6600,3600,500,500,500,150,400,250,450,500,500,500,150,400,200,400,450,450,500,150,400,200,400
3156,10,8,3,3600,7200,500,500,550,200,450,400,700,500,500,550,200,450,200,500,500,500,550,200,400,200,500
3157,10,6,5,4200,5400,750,750,750,200,400,200,400,750,750,750,200,400,200,400,750,750,750,150,400,150,400
3158,8,7,3,6600,6000,750,800,800,350,650,350,650,500,500,800,150,450,200,450,500,500,800,150,450,200,450
3159,6,9,3,7200,3600,650,650,650,250,500,250,500,400,650,650,150,450,250,500,400,650,650,150,450,250,500
3160,10,7,3,7200,7200,750,750,750,250,500,250,500,750,750,750,200,500,200,500,750,750,750,150,400,200,500
3161,6,6,3,4800,4800,750,750,750,400,650,400,750,750,750,750,300,650,300,700,750,750,750,150,450,150,450
3162,7,9,3,7200,7200,550,550,550,200,450,200,450,400,400,550,200,450,200,450,400,400,500,200,450,200,450
3163,6,10,4,5400,6600,600,600,600,350,600,350,600,450,450,450,350,600,350,600,400,450,450,200,450,200,450
3164,6,6,4,5400,6600,400,400,400,250,750,250,750,400,400,400,250,450,250,450,400,400,400,250,450,250,450
3165,7,6,4,6600,7200,700,700,800,350,650,350,650,700,700,800,350,650,350,650,700,700,800,350,650,350,650
3166,10,5,4,7200,6600,500,500,500,150,450,300,550,450,450,450,150,450,200,450,400,400,400,150,400,200,400
3167,10,9,3,5400,4800,400,550,550,350,700,350,700,400,550,550,200,400,200,400,400,550,550,200,400,200,400
3168,10,10,4,7200,7200,500,500,500,200,550,200,550,500,500,500,200,500,200,500,500,500,500,200,400,200,400
3169,9,9,5,4200,5400,600,600,600,200,400,200,400,600,600,600,150,400,150,400,450,450,600,150,400,150,400
3170,9,7,4,4200,3600,400,400,400,250,750,250,750,400,400,400,250,750,250,750,400,400,400,250,750,250,750
3171,10,8,4,5400,5400,750,750,750,200,550,200,550,650,750,750,200,550,200,550,650,750,750,200,550,200,550
3172,6,9,3,7200,4200,500,500,500,300,450,300,450,450,450,450,150,400,150,400,450,450,450,150,400,150,400
3173,9,5,5,7200,3600,500,500,500,200,550,300,600,500,500,500,200,550,300,600,400,400,400,150,400,300,600
3174,9,10,4,6000,6000,600,600,600,350,650,350,650,600,600,600,350,650,350,650,600,600,600,350,650,350,650
3175,7,8,4,6000,3600,700,700,700,200,600,200,600,700,700,700,200,600,200,600,700,700,700,200,400,200,400
3176,8,7,3,6600,6000,500,650,650,400,750,400,750,500,650,650,400,750,400,750,400,400,400,400,750,400,750
3177,9,9,4,4800,4200,700,700,700,250,750,250,750,700,700,700,250,750,250,750,700,700,700,200,500,250,750
3178,7,7,5,4200,4800,400,400,800,250,450,250,450,400,400,800,150,400,150,400,400,400,800,150,400,150,400
3179,6,6,3,4800,6600,700,700,700,250,400,250,400,700,700,700,150,400,250,400,700,700,700,150,400,250,400
3180,8,5,5,6600,7200,450,450,450,350,800,350,800,400,400,450,200,450,350,800,400,400,450,200,450,350,800
3181,8,5,4,4800,4800,450,500,500,250,650,250,650,400,400,500,150,450,250,650,400,400,500,150,450,250,650
3182,6,5,3,4200,7200,500,500,500,350,550,350,550,500,500,500,150,400,150,400,500,500,500,150,400,150,400
3183,9,9,4,7200,3600,500,500,500,150,450,350,600,400,500,500,150,450,250,450,400,500,500,150,400,250,450
3184,9,7,5,5400,5400,600,600,650,350,650,350,650,600,600,650,350,650,350,650,600,600,650,200,500,200,500
3185,8,7,3,6000,4800,500,500,500,150,400,250,700,500,500,500,150,400,250,700,500,500,500,150,400,250,700
3186,6,9,4,6000,3600,500,500,500,350,650,350,650,500,500,500,350,650,350,650,500,500,500,350,650,350,650
3187,6,9,3,6000,5400,550,550,550,200,400,400,600,550,550,550,150,400,400,600,550,550,550,150,400,400,600
3188,9,10,3,6000,7200,800,800,800,250,700,250,700,550,550,550,250,700,250,700,550,550,550,250,700,250,700
3189,8,10,5,5400,6000,700,700,700,300,550,300,550,500,500,700,300,550,300,550,500,500,700,300,550,300,550
3190,10,5,4,5400,6000,400,400,400,300,450,300,450,400,400,400,300,450,300,450,400,400,400,300,450,300,450
3191,10,9,5,5400,7200,650,650,650,300,500,300,500,600,600,650,300,500,300,500,500,500,650,150,450,150,450
3192,9,7,3,5400,7200,550,550,550,350,550,350,550,550,550,550,350,550,350,550,400,550,550,200,500,200,500
3193,10,9,4,6600,6000,700,700,700,200,550,200,550,700,700,700,200,550,200,550,700,700,700,150,450,150,450
3194,10,9,3,6000,6000,700,700,700,250,600,250,600,600,600,700,200,500,200,500,500,600,700,150,450,150,450
3195,7,8,4,7200,5400,700,700,700,150,450,250,550,700,700,700,150,450,250,550,700,700,700,150,450,250,550
3196,8,10,3,7200,6600,800,800,800,150,450,200,550,800,800,800,150,400,150,400,800,800,800,150,400,150,400
3197,6,9,5,6000,6600,700,700,700,250,400,250,400,400,700,700,250,400,250,400,400,700,700,250,400,250,400
3198,6,7,4,6600,7200,600,600,600,400,600,400,600,600,600,600,400,600,400,600,600,600,600,400,600,400,600
3199,8,10,3,7200,7200,650,650,650,250,400,250,400,650,650,650,250,400,250,400,650,650,650,250,400,250,400
3200,8,10,4,5400,6000,650,650,650,200,600,200,600,400,650,650,200,600,200,600,400,650,650,150,400,200,600
3201,6,6,4,7200,4200,400,400,400,400,750,400,750,400,400,400,400,750,400,750,400,400,400,250,650,250,650
3202,8,8,5,6600,4800,750,750,750,150,450,150,450,750,750,750,150,450,150,450,500,500,550,150,400,150,400
3203,8,7,5,4800,3600,750,750,750,400,600,400,600,750,750,750,400,600,400,600,500,750,750,400,600,400,600
3204,8,5,3,6600,7200,550,550,550,300,800,300,800,550,550,550,300,800,300,800,550,550,550,250,400,300,800
3205,7,8,4,4200,6600,450,450,450,250,700,250,700,450,450,450,200,400,250,700,400,450,450,200,400,250,700
3206,10,8,3,7200,6600,450,450,450,400,600,400,600,400,400,400,150,400,400,600,400,400,400,150,400,400,600
3207,10,10,3,6000,3600,500,500,500,400,750,400,750,500,500,500,400,750,400,750,500,500,500,400,750,400,750
3208,10,8,4,4800,6000,650,650,650,300,550,300,550,650,650,650,300,550,300,550,650,650,650,300,550,300,550
3209,9,7,4,5400,3600,650,650,650,300,750,300,750,650,650,650,200,550,300,750,450,450,650,200,450,300,750
3210,8,7,3,3600,4200,750,750,750,300,700,300,700,600,600,750,300,700,300,700,600,600,750,300,700,300,700
3211,6,6,5,4200,5400,750,750,750,350,600,350,600,750,750,750,350,600,350,600,750,750,750,350,600,350,600
3212,8,6,3,5400,7200,400,400,450,400,600,400,600,400,400,450,400,600,400,600,400,400,450,400,600,400,600
3213,7,9,3,4200,7200,650,650,650,200,450,200,450,500,650,650,200,450,200,450,500,650,650,200,450,200,450
3214,6,8,5,6000,4200,800,800,800,150,450,150,450,650,650,800,150,450,150,450,650,650,800,150,450,150,450
3215,9,5,5,4800,5400,450,450,450,200,500,200,500,450,450,450,150,450,200,500,450,450,450,150,450,200,500
3216,6,10,3,7200,6600,800,800,800,150,400,150,400,400,450,700,150,400,150,400,400,400,700,150,400,150,400
3217,10,5,4,7200,6000,550,550,550,300,500,300,500,550,550,550,300,500,300,500,550,550,550,300,500,300,500
3218,7,5,5,4200,6000,550,550,550,300,550,300,550,400,400,400,300,550,300,550,400,400,400,300,550,300,550
3219,10,8,5,3600,5400,500,600,600,300,550,300,550,500,600,600,300,550,300,550,400,600,600,300,550,300,550
3220,6,5,4,4800,3600,800,800,800,200,500,200,500,800,800,800,200,500,200,500,550,550,550,200,400,200,400
3221,8,9,4,5400,5400,500,500,500,400,650,400,650,500,500,500,200,500,200,500,500,500,500,200,500,200,500
3222,6,5,4,7200,6000,450,450,450,250,450,250,450,450,450,450,250,450,250,450,450,450,450,250,450,250,450
3223,9,5,3,5400,4200,700,700,700,300,650,300,650,700,700,700,300,650,300,650,450,450,450,200,600,200,600
3224,7,9,3,4800,6600,450,450,600,150,400,200,400,450,450,600,150,400,150,400,450,450,600,150,400,150,400
3225,9,9,5,6600,5400,800,800,800,250,600,250,600,700,800,800,250,600,250,600,700,800,800,250,400,250,400
3226,10,5,3,7200,4800,700,700,700,200,500,200,500,600,600,700,200,500,200,500,600,600,700,200,500,200,500
3227,10,7,3,4800,6600,550,550,550,400,650,400,650,550,550,550,250,400,400,650,550,550,550,200,400,200,450
3228,9,8,4,4800,3600,450,450,800,150,400,150,450,400,400,800,150,400,150,450,400,400,800,150,400,150,450
3229,8,8,5,4800,6600,400,400,400,250,450,250,450,400,400,400,250,450,250,450,400,400,400,250,450,250,450
3230,7,6,3,6600,6600,700,700,700,250,750,250,750,700,700,700,150,450,150,450,700,700,700,150,450,150,450
3231,6,9,5,4800,6600,450,450,450,250,600,250,600,450,450,450,250,600,250,600,450,450,450,250,600,250,600
3232,6,5,5,4200,7200,550,550,550,300,600,300,600,550,550,550,300,600,300,600,550,550,550,300,600,300,600
3233,10,8,3,6600,3600,650,650,650,250,450,250,450,500,650,650,150,450,250,450,500,650,650,150,450,250,450
3234,8,5,5,3600,5400,750,750,750,300,600,300,600,750,750,750,300,600,300,600,750,750,750,200,450,300,600
3235,8,8,3,6000,6000,700,700,700,350,750,350,750,700,700,700,350,750,350,750,400,400,700,150,400,150,450
