case_id,N_st,n_x,n_y,l_x_mm,l_y_mm,C_G1_Corner_b,C_G1_Edge_b,C_G1_Interior_b,B_G1_Edge_b,B_G1_Edge_h,B_G1_Interior_b,B_G1_Interior_h,C_G2_Corner_b,C_G2_Edge_b,C_G2_Interior_b,B_G2_Edge_b,B_G2_Edge_h,B_G2_Interior_b,B_G2_Interior_h,C_G3_Corner_b,C_G3_Edge_b,C_G3_Interior_b,B_G3_Edge_b,B_G3_Edge_h,B_G3_Interior_b,B_G3_Interior_h
2094,8,9,3,6000,3600,600,600,600,250,450,250,450,600,600,600,150,400,150,450,600,600,600,150,400,150,400
2095,9,5,5,7200,6600,500,500,500,200,450,200,450,500,500,500,200,450,200,450,500,500,500,200,450,200,450
2096,7,9,4,4200,4200,750,750,750,300,700,300,700,700,750,750,300,700,300,700,700,750,750,300,700,300,700
2097,7,6,4,6000,4200,700,700,700,300,550,300,550,400,400,450,300,550,300,550,400,400,450,150,450,150,450
2098,7,7,5,4800,6000,450,450,450,250,500,250,500,450,450,450,150,450,150,450,450,450,450,150,450,150,450
2099,9,10,4,4200,4200,600,600,600,250,400,250,400,600,600,600,250,400,250,400,600,600,600,150,400,150,400
2100,9,6,3,4200,7200,800,800,800,350,650,350,650,800,800,800,150,400,150,400,800,800,800,150,400,150,400
2101,7,5,3,6000,4200,500,500,500,250,500,250,500,450,450,500,250,500,250,500,400,400,500,150,400,250,500
2102,8,9,5,4200,4800,550,550,550,300,600,300,600,550,550,550,300,600,300,600,550,550,550,300,600,300,600
2103,7,10,5,3600,4800,600,600,600,400,650,400,650,600,600,600,400,650,400,650,500,500,600,400,650,400,650
2104,9,9,3,4200,7200,450,450,450,300,550,300,550,450,450,450,300,550,300,550,450,450,450,150,400,150,400
2105,10,9,4,4200,4200,500,500,500,250,500,250,500,500,500,500,250,500,250,500,500,500,500,250,500,250,500
2106,9,6,3,4800,6600,600,600,600,150,450,150,450,600,600,600,150,450,150,450,600,600,600,150,450,150,450
2107,7,5,3,6600,4200,600,600,600,300,450,300,450,500,500,600,150,400,300,450,500,500,600,150,400,300,450
2108,8,6,3,3600,7200,400,450,450,250,600,250,600,400,450,450,250,600,250,600,400,450,450,150,400,150,400
2109,6,8,3,4200,4800,400,400,400,300,700,300,700,400,400,400,150,400,300,700,400,400,400,150,400,300,700
2110,10,10,4,6000,5400,700,700,700,400,650,400,650,700,700,700,150,400,150,400,700,700,700,150,400,150,400
2111,7,6,3,5400,4200,450,450,450,150,450,350,550,450,450,450,150,450,350,550,450,450,450,150,450,350,550
2112,10,10,3,4200,4200,700,700,700,300,600,300,600,700,700,700,150,450,200,450,700,700,700,150,400,200,450
2113,10,5,5,4800,6000,400,400,600,400,700,400,700,400,400,600,400,700,400,700,400,400,600,400,700,400,700
2114,9,8,5,3600,6600,400,400,400,150,450,150,450,400,400,400,150,450,150,450,400,400,400,150,450,150,450
2115,10,9,3,4200,6000,800,800,800,250,650,250,650,800,800,800,250,650,250,650,800,800,800,150,400,250,650
2116,9,5,5,3600,5400,650,650,650,200,600,200,600,650,650,650,200,600,200,600,650,650,650,200,600,200,600
2117,7,9,5,3600,4200,500,500,500,400,800,400,800,500,500,500,400,800,400,800,400,500,500,250,500,250,500
2118,8,7,5,4800,5400,800,800,800,350,700,350,700,800,800,800,350,700,350,700,500,500,800,350,700,350,700
2119,6,6,3,3600,5400,550,550,550,400,700,400,700,550,550,550,400,700,400,700,400,400,400,400,700,400,700
2120,10,9,5,6000,6000,650,650,650,300,500,300,500,550,550,550,300,500,300,500,550,550,550,300,500,300,500
2121,6,10,5,6600,3600,500,500,500,150,450,150,450,500,500,500,150,450,150,450,500,500,500,150,450,150,450
2122,8,8,3,4800,4200,550,550,550,350,650,350,650,550,550,550,350,650,350,650,400,450,450,150,400,350,650
2123,10,8,5,5400,7200,400,400,400,200,400,200,400,400,400,400,200,400,200,400,400,400,400,200,400,200,400
2124,6,5,3,6000,6600,550,550,550,350,800,350,800,550,550,550,350,800,350,800,550,550,550,150,400,150,400
2125,7,8,3,5400,5400,800,800,800,250,700,250,700,800,800,800,200,400,200,400,800,800,800,200,400,200,400
2126,8,9,5,6600,4800,600,600,600,400,750,400,750,450,450,600,400,750,400,750,450,450,600,350,600,350,600
2127,9,9,4,7200,7200,600,600,600,150,400,150,400,600,600,600,150,400,150,400,600,600,600,150,400,150,400
2128,9,7,4,5400,3600,550,550,550,300,800,300,800,550,550,550,300,800,300,800,550,550,550,300,800,300,800
2129,9,5,5,7200,6600,750,750,750,150,400,150,400,650,750,750,150,400,150,400,600,750,750,150,400,150,400
2130,8,10,5,3600,4800,550,550,550,200,500,200,500,450,450,450,150,450,150,450,450,450,450,150,400,150,400
2131,6,8,4,4200,6000,600,600,600,200,450,200,450,600,600,600,200,450,200,450,600,600,600,200,450,200,450
2132,6,10,5,3600,7200,550,550,550,150,400,400,800,550,550,550,150,400,250,550,450,450,550,150,400,150,450
2133,6,5,4,3600,6000,400,400,400,200,500,200,500,400,400,400,150,400,200,500,400,400,400,150,400,200,500
2134,6,6,3,4800,4800,600,600,600,400,650,400,650,600,600,600,300,500,300,500,600,600,600,300,500,300,500
2135,7,5,3,6600,7200,750,750,750,350,650,350,650,750,750,750,200,400,200,400,750,750,750,200,400,200,400
2136,8,7,5,4800,4800,400,500,500,350,800,350,800,400,500,500,300,750,350,800,400,500,500,300,750,350,800
2137,6,6,3,4800,7200,400,400,400,350,650,350,650,400,400,400,200,450,200,500,400,400,400,200,400,200,500
2138,7,6,4,3600,4800,500,500,500,250,450,250,450,500,500,500,200,400,200,400,500,500,500,200,400,200,400
2139,8,7,4,3600,7200,500,700,700,150,400,250,400,500,700,700,150,400,250,400,500,700,700,150,400,250,400
2140,7,6,5,4200,3600,800,800,800,150,400,150,400,800,800,800,150,400,150,400,800,800,800,150,400,150,400
2141,7,7,4,4200,5400,700,700,700,200,600,200,600,550,650,700,200,400,200,400,550,650,700,200,400,200,400
2142,6,10,5,6000,6600,400,400,400,300,700,300,700,400,400,400,300,700,300,700,400,400,400,150,450,250,600
2143,7,9,5,6600,4800,600,600,600,250,400,300,500,600,600,600,250,400,300,500,450,450,450,250,400,300,500
2144,10,7,5,6600,3600,650,650,650,250,750,250,750,650,650,650,250,750,250,750,500,500,650,200,450,200,600
2145,7,8,3,6000,6600,550,550,550,150,400,200,400,550,550,550,150,400,200,400,550,550,550,150,400,150,400
2146,7,8,4,7200,4800,550,550,550,300,500,350,550,450,450,450,150,450,350,550,400,450,450,150,450,200,450
2147,9,9,3,7200,6600,800,800,800,150,450,300,700,800,800,800,150,450,300,700,800,800,800,150,450,300,700
2148,8,7,5,6600,5400,400,400,450,300,700,300,700,400,400,450,300,700,300,700,400,400,450,300,700,300,700
2149,8,9,5,6000,6000,550,550,550,200,400,200,400,550,550,550,200,400,200,400,550,550,550,200,400,200,400
2150,8,10,5,3600,4800,750,750,750,300,750,300,750,750,750,750,200,400,200,500,750,750,750,200,400,200,500
2151,7,10,5,4800,4200,400,650,650,350,600,350,600,400,400,400,200,500,350,600,400,400,400,150,400,350,600
2152,9,6,4,6000,4800,550,550,550,250,450,250,450,450,450,550,250,450,250,450,450,450,550,200,400,250,450
2153,7,10,3,6000,5400,450,450,450,300,450,350,700,450,450,450,150,400,150,400,450,450,450,150,400,150,400
2154,7,5,4,7200,4200,450,450,450,350,750,350,750,450,450,450,350,750,350,750,450,450,450,350,650,350,750
2155,8,10,3,3600,4200,750,750,750,300,550,300,550,750,750,750,300,550,300,550,750,750,750,300,550,300,550
2156,6,8,5,6600,3600,600,600,600,250,550,250,550,600,600,600,150,400,150,400,450,450,450,150,400,150,400
2157,10,5,3,3600,3600,650,650,650,250,700,250,700,650,650,650,150,450,250,700,650,650,650,150,400,250,400
2158,6,10,5,3600,4800,650,650,650,350,800,350,800,400,650,650,350,800,350,800,400,650,650,350,800,350,800
2159,7,10,5,3600,3600,400,450,450,200,450,200,450,400,400,450,200,450,200,450,400,400,450,150,400,200,450
2160,10,7,4,5400,6000,650,650,650,300,800,300,800,650,650,650,200,400,200,400,650,650,650,200,400,200,400
2161,7,6,5,6600,7200,700,700,700,250,650,250,650,700,700,700,250,650,250,650,400,700,700,250,650,250,650
2162,10,10,4,6600,7200,450,450,450,350,800,350,800,450,450,450,350,800,350,800,400,400,450,350,800,350,800
2163,6,8,5,6000,6000,550,550,550,350,700,350,700,550,550,550,350,700,350,700,550,550,550,350,700,350,700
2164,7,10,4,6600,6000,600,600,600,350,700,350,700,600,600,600,150,400,150,400,600,600,600,150,400,150,400
2165,10,7,3,3600,7200,800,800,800,400,600,400,600,800,800,800,150,450,400,600,800,800,800,150,400,400,600
2166,8,8,4,6600,5400,750,750,750,200,400,200,400,500,500,750,200,400,200,400,400,400,750,200,400,200,400
2167,6,8,3,3600,7200,550,550,550,400,800,400,800,550,550,550,400,800,400,800,550,550,550,400,800,400,800
2168,7,5,5,6600,5400,400,400,550,400,700,400,700,400,400,550,400,700,400,700,400,400,550,400,700,400,700
2169,6,9,4,5400,7200,800,800,800,350,700,350,700,600,600,600,350,700,350,700,600,600,600,350,700,350,700
2170,10,10,4,6000,7200,400,400,500,250,750,250,750,400,400,500,150,400,150,400,400,400,500,150,400,150,400
2171,7,7,5,7200,6600,800,800,800,300,750,300,750,400,400,450,300,750,300,750,400,400,400,300,750,300,750
2172,8,6,4,7200,3600,450,450,450,350,650,350,650,450,450,450,350,650,350,650,450,450,450,350,650,350,650
2173,10,10,4,5400,7200,650,650,650,350,700,350,700,650,650,650,200,450,200,450,650,650,650,200,450,200,450
2174,6,9,5,7200,4200,750,750,750,250,650,250,650,750,750,750,150,400,150,400,750,750,750,150,400,150,400
2175,10,7,5,7200,3600,500,500,500,200,500,200,500,400,500,500,200,500,200,500,400,500,500,150,450,150,450
2176,10,8,5,7200,4800,650,650,650,150,400,150,400,650,650,650,150,400,150,400,650,650,650,150,400,150,400
2177,6,9,4,6600,3600,450,450,450,150,400,150,400,450,450,450,150,400,150,400,450,450,450,150,400,150,400
2178,9,7,4,7200,6600,700,700,700,300,500,300,500,450,700,700,300,450,300,450,450,700,700,300,450,300,450
2179,6,5,3,7200,4200,750,750,750,150,400,200,400,750,750,750,150,400,200,400,600,600,750,150,400,200,400
2180,9,5,3,4800,4800,700,700,700,250,550,250,550,700,700,700,250,550,250,550,700,700,700,250,550,250,550
2181,8,10,5,4800,6000,600,600,750,250,650,250,650,600,600,750,200,400,250,650,450,450,750,200,400,250,650
2182,8,5,4,6000,6000,500,550,550,400,800,400,800,500,550,550,400,800,400,800,500,550,550,150,450,400,800
2183,7,10,5,5400,5400,550,550,550,250,400,250,400,550,550,550,250,400,250,400,400,400,550,250,400,250,400
2184,6,7,4,7200,6600,450,450,450,350,650,350,650,450,450,450,200,450,350,650,450,450,450,200,450,350,650
2185,10,9,4,3600,7200,400,400,400,250,700,250,700,400,400,400,250,700,250,700,400,400,400,250,700,250,700
2186,6,7,4,5400,6000,600,700,700,250,550,250,550,600,650,650,150,400,150,450,600,650,650,150,400,150,450
2187,8,8,3,3600,3600,600,600,600,200,550,200,550,600,600,600,200,550,200,550,600,600,600,200,550,200,550
2188,9,9,3,6600,3600,800,800,800,250,600,300,800,550,550,800,200,450,200,450,550,550,800,150,400,200,450
2189,6,10,3,6000,6000,650,650,650,150,400,150,400,650,650,650,150,400,150,400,650,650,650,150,400,150,400
2190,6,8,4,3600,7200,700,700,700,150,450,400,600,700,700,700,150,450,400,600,650,700,700,150,450,400,600
2191,10,8,3,7200,4200,400,400,400,400,600,400,600,400,400,400,400,600,400,600,400,400,400,200,450,400,600
2192,10,7,3,7200,6600,700,700,700,250,550,250,550,700,700,700,150,450,250,550,700,700,700,150,400,250,550
2193,6,8,4,7200,4200,550,750,750,200,400,200,400,550,750,750,150,400,150,400,550,700,750,150,400,150,400
2194,9,6,4,6000,3600,700,700,700,150,400,200,400,650,650,650,150,400,200,400,650,650,650,150,400,200,400
2195,9,5,5,6600,6000,700,700,700,300,450,300,450,700,700,700,150,400,150,400,700,700,700,150,400,150,400
2196,8,7,5,4800,6000,800,800,800,150,400,200,500,800,800,800,150,400,200,500,800,800,800,150,400,200,500
2197,8,5,3,3600,5400,500,500,500,300,750,300,750,500,500,500,150,400,250,650,500,500,500,150,400,250,650
2198,7,6,3,3600,7200,450,450,450,150,450,400,700,450,450,450,150,450,150,450,450,450,450,150,400,150,450
2199,10,10,5,4800,5400,600,600,600,400,800,400,800,600,600,600,400,800,400,800,600,600,600,300,650,300,650
2200,9,8,5,4200,4200,650,650,650,300,700,300,700,650,650,650,300,700,300,700,650,650,650,300,700,300,700
2201,10,8,4,4200,7200,500,500,500,300,500,300,500,400,400,400,300,500,300,500,400,400,400,300,500,300,500
2202,6,10,3,7200,6600,400,400,400,300,500,300,500,400,400,400,250,400,300,500,400,400,400,150,400,150,450
2203,9,5,3,5400,4800,450,450,450,150,400,250,750,400,450,450,150,400,250,750,400,400,450,150,400,200,450
2204,9,8,3,6000,6600,600,600,700,300,450,300,450,600,600,700,300,450,300,450,600,600,700,300,450,300,450
2205,10,8,3,4800,5400,650,650,650,250,650,250,650,650,650,650,250,650,250,650,650,650,650,250,650,250,650
2206,8,8,3,5400,6600,450,650,650,150,400,350,600,450,650,650,150,400,350,600,450,650,650,150,400,350,600
2207,6,8,4,6000,4800,650,650,650,200,600,200,600,650,650,650,200,400,200,400,650,650,650,200,400,200,400
2208,7,7,5,7200,6000,800,800,800,300,450,300,450,800,800,800,300,450,300,450,800,800,800,300,450,300,450
2209,9,9,3,4800,6600,400,450,450,350,600,350,600,400,450,450,350,600,350,600,400,450,450,350,600,350,600
2210,9,6,3,7200,7200,700,700,700,200,550,200,550,650,650,650,200,550,200,550,650,650,650,150,400,200,500
2211,10,9,3,4800,4800,550,550,550,250,750,250,750,550,550,550,250,750,250,750,450,450,450,250,750,250,750
2212,8,8,4,4800,3600,400,400,400,250,650,250,650,400,400,400,150,400,150,450,400,400,400,150,400,150,450
2213,10,10,5,3600,6600,800,800,800,150,400,350,600,800,800,800,150,400,200,450,800,800,800,150,400,200,450
2214,9,9,3,5400,5400,400,400,400,250,500,250,500,400,400,400,250,500,250,500,400,400,400,250,500,250,500
2215,10,5,3,7200,6600,500,500,500,300,450,300,450,400,400,400,150,400,200,450,400,400,400,150,400,200,450
2216,7,8,4,7200,4800,800,800,800,300,450,300,450,800,800,800,300,450,300,450,750,800,800,300,450,300,450
2217,9,9,4,5400,3600,450,450,450,250,400,250,400,400,450,450,250,400,250,400,400,450,450,250,400,250,400
2218,10,7,3,4800,6600,500,500,500,300,600,300,600,500,500,500,150,400,300,600,500,500,500,150,400,300,600
2219,8,9,5,6600,3600,750,750,750,200,450,350,650,750,750,750,200,450,350,650,750,750,750,200,450,200,500
2220,10,10,5,6600,5400,800,800,800,200,400,200,400,800,800,800,200,400,200,400,800,800,800,200,400,200,400
2221,6,10,5,4800,6600,750,750,750,400,750,400,750,750,750,750,400,750,400,750,450,450,750,200,400,400,750
2222,10,9,3,6600,6000,400,400,500,200,500,200,500,400,400,500,150,450,150,450,400,400,500,150,400,150,400
2223,6,5,3,4800,7200,750,750,750,300,650,300,650,750,750,750,300,650,300,650,750,750,750,300,650,300,650
2224,9,9,5,4200,4800,650,650,650,250,550,250,550,650,650,650,250,450,250,550,650,650,650,200,450,200,500
2225,7,7,4,5400,6000,400,400,500,250,650,250,650,400,400,500,250,650,250,650,400,400,500,150,400,250,650
2226,7,10,4,7200,4800,450,450,500,250,450,250,450,450,450,500,250,450,250,450,450,450,500,250,450,250,450
2227,6,5,4,7200,6000,450,450,450,400,600,400,600,450,450,450,400,600,400,600,450,450,450,200,550,200,550
2228,10,9,5,5400,6600,450,450,450,300,650,300,650,450,450,450,300,650,300,650,400,400,400,250,550,300,650
2229,9,9,4,6600,3600,650,650,650,150,400,150,400,650,650,650,150,400,150,400,650,650,650,150,400,150,400
2230,9,6,5,5400,4200,700,700,700,350,750,350,750,700,700,700,350,750,350,750,700,700,700,350,750,350,750
2231,9,8,5,4200,6000,450,450,450,300,450,300,450,450,450,450,300,450,300,450,400,400,400,300,450,300,450
2232,7,7,3,6000,7200,550,550,550,400,700,400,700,450,450,550,400,700,400,700,450,450,550,400,700,400,700
2233,10,7,5,6600,4800,750,750,750,200,400,200,400,650,650,750,150,400,200,400,650,650,750,150,400,200,400
2234,7,9,4,4800,5400,750,750,750,400,650,400,650,750,750,750,150,400,150,400,750,750,750,150,400,150,400
2235,9,6,4,4800,3600,500,500,500,400,800,400,800,450,450,450,200,450,400,800,400,400,450,200,450,300,600
