case_id,N_st,n_x,n_y,l_x_mm,l_y_mm,C_G1_Corner_b,C_G1_Edge_b,C_G1_Interior_b,B_G1_Edge_b,B_G1_Edge_h,B_G1_Interior_b,B_G1_Interior_h,C_G2_Corner_b,C_G2_Edge_b,C_G2_Interior_b,B_G2_Edge_b,B_G2_Edge_h,B_G2_Interior_b,B_G2_Interior_h,C_G3_Corner_b,C_G3_Edge_b,C_G3_Interior_b,B_G3_Edge_b,B_G3_Edge_h,B_G3_Interior_b,B_G3_Interior_h
1058,9,5,3,4200,5400,600,600,600,350,800,350,800,600,600,600,350,800,350,800,600,600,600,350,800,350,800
1059,9,6,5,4800,6000,700,700,700,200,550,300,800,700,700,700,150,400,300,800,700,700,700,150,400,300,800
1060,6,5,4,7200,6000,600,600,600,250,400,250,400,600,600,600,250,400,250,400,600,600,600,150,400,250,400
1061,6,6,3,7200,3600,400,450,450,400,800,400,800,400,400,450,150,400,150,400,400,400,450,150,400,150,400
1062,8,8,4,6000,5400,800,800,800,200,550,350,550,450,500,500,200,500,200,500,450,500,500,200,400,200,500
1063,6,8,4,7200,4800,500,500,500,150,400,150,400,400,500,500,150,400,150,400,400,500,500,150,400,150,400
1064,6,10,5,4200,7200,600,700,700,350,800,350,800,600,700,700,350,800,350,800,600,700,700,250,450,250,450
1065,7,7,4,4200,3600,500,500,500,250,450,250,450,500,500,500,250,450,250,450,500,500,500,250,450,250,450
1066,7,6,3,6600,6000,550,550,550,300,500,300,500,550,550,550,150,400,300,500,500,550,550,150,400,300,500
1067,9,9,5,6600,6000,500,500,500,250,550,250,550,500,500,500,250,550,250,550,500,500,500,150,400,250,550
1068,10,8,3,6000,5400,500,600,800,150,450,250,700,500,600,800,150,450,250,700,500,600,800,150,450,250,700
1069,8,9,3,7200,4200,500,500,500,350,550,350,550,500,500,500,350,550,350,550,500,500,500,150,400,350,550
1070,10,10,5,6000,6600,550,550,550,300,800,300,800,550,550,550,300,800,300,800,550,550,550,200,400,300,800
1071,9,6,3,4800,3600,500,500,500,200,400,400,750,500,500,500,200,400,400,750,450,450,500,200,400,400,750
1072,9,6,3,4800,6600,650,650,650,150,400,400,600,600,600,650,150,400,400,600,600,600,650,150,400,400,600
1073,10,8,3,4200,6600,400,450,450,350,600,350,600,400,450,450,350,600,350,600,400,450,450,350,600,350,600
1074,9,8,3,4800,4200,450,450,450,250,500,250,500,450,450,450,250,500,250,500,450,450,450,150,400,150,400
1075,8,10,4,6000,5400,450,450,450,400,750,400,750,400,450,450,400,750,400,750,400,450,450,400,750,400,750
1076,6,7,4,6600,6000,600,600,600,200,450,200,450,600,600,600,200,450,200,450,450,450,600,150,400,150,400
1077,10,10,4,4200,6600,550,700,700,350,650,350,650,550,550,700,350,650,350,650,550,550,700,350,650,350,650
1078,9,7,4,6000,4200,500,700,700,250,550,250,550,500,600,600,250,550,250,550,500,600,600,250,550,250,550
1079,9,5,3,6000,3600,600,600,600,350,800,350,800,400,400,400,350,800,350,800,400,400,400,350,800,350,800
1080,6,9,4,4800,4200,800,800,800,250,400,350,800,400,400,400,250,400,350,800,400,400,400,150,400,150,400
1081,7,6,5,6600,4800,600,600,650,400,750,400,750,600,600,650,400,750,400,750,600,600,600,250,650,400,750
1082,9,7,3,7200,5400,450,450,450,350,600,350,600,450,450,450,350,600,350,600,400,400,450,350,600,350,600
1083,8,6,4,3600,5400,600,700,700,350,600,350,600,500,500,500,350,600,350,600,500,500,500,350,600,350,600
1084,8,8,4,4200,6600,700,700,700,150,400,250,600,700,700,700,150,400,250,600,700,700,700,150,400,250,600
1085,9,7,5,3600,4200,500,500,500,150,400,150,400,500,500,500,150,400,150,400,500,500,500,150,400,150,400
1086,7,9,4,4800,5400,750,750,750,200,400,200,600,550,550,550,200,400,200,600,550,550,550,150,400,150,450
1087,8,9,5,6600,4200,800,800,800,350,700,350,700,650,650,650,350,700,350,700,500,650,650,300,500,300,500
1088,7,9,4,6000,3600,400,400,400,200,400,350,550,400,400,400,200,400,350,550,400,400,400,200,400,300,500
1089,10,8,3,6600,6000,650,650,650,150,450,150,450,650,650,650,150,450,150,450,650,650,650,150,400,150,450
1090,7,10,3,3600,6600,800,800,800,350,600,350,600,800,800,800,350,600,350,600,800,800,800,150,400,150,400
1091,7,5,5,7200,6000,750,750,750,350,700,350,700,750,750,750,150,400,150,400,750,750,750,150,400,150,400
1092,9,8,3,6600,4200,500,500,500,250,500,350,550,500,500,500,250,500,350,550,450,500,500,150,400,350,550
1093,8,7,4,4800,7200,700,700,700,350,700,350,700,700,700,700,250,500,350,700,700,700,700,250,500,350,700
1094,6,9,5,6000,4800,450,450,450,250,650,250,650,450,450,450,250,650,250,650,450,450,450,250,400,250,400
1095,9,6,5,3600,4800,550,550,550,200,500,200,500,400,400,400,200,500,200,500,400,400,400,150,400,150,400
1096,9,6,3,6600,7200,650,650,650,350,800,350,800,650,650,650,350,800,350,800,650,650,650,350,800,350,800
1097,8,7,5,4800,3600,800,800,800,250,450,250,450,800,800,800,250,450,250,450,400,400,800,150,450,150,450
1098,7,8,4,4800,4200,550,550,550,350,600,350,600,400,400,400,350,600,350,600,400,400,400,250,450,350,600
1099,6,10,4,5400,6000,400,400,650,250,600,250,600,400,400,650,150,400,150,400,400,400,650,150,400,150,400
1100,10,7,5,3600,6600,400,400,400,200,450,200,450,400,400,400,150,450,150,450,400,400,400,150,450,150,450
1101,10,5,3,6600,6000,800,800,800,300,800,300,800,800,800,800,300,800,300,800,800,800,800,200,400,200,400
1102,10,5,4,3600,6600,650,650,650,200,550,200,550,650,650,650,200,400,200,550,600,600,600,200,400,200,550
1103,10,9,3,3600,6000,700,700,700,200,550,250,550,700,700,700,200,400,250,550,650,700,700,200,400,250,550
1104,9,5,3,7200,7200,700,700,700,200,600,200,600,700,700,700,200,600,200,600,700,700,700,200,600,200,600
1105,10,5,4,6000,6600,550,550,550,300,650,300,650,550,550,550,150,450,150,450,550,550,550,150,450,150,450
1106,9,5,3,5400,3600,400,400,400,150,400,300,650,400,400,400,150,400,300,650,400,400,400,150,400,300,650
1107,8,5,3,7200,6000,400,400,400,300,600,300,600,400,400,400,250,400,300,600,400,400,400,250,400,250,400
1108,6,8,5,6000,4200,500,500,600,150,400,150,400,500,500,600,150,400,150,400,500,500,600,150,400,150,400
1109,10,5,4,5400,4200,800,800,800,250,500,300,550,800,800,800,250,500,300,550,550,550,550,250,500,300,550
1110,8,5,3,4800,7200,400,400,400,400,800,400,800,400,400,400,150,450,150,450,400,400,400,150,450,150,450
1111,6,7,5,6000,4800,450,450,450,200,400,300,450,450,450,450,200,400,300,450,450,450,450,200,400,300,450
1112,7,9,4,6000,6000,450,450,450,150,400,300,500,400,450,450,150,400,300,500,400,450,450,150,400,300,500
1113,9,6,5,7200,7200,500,500,700,250,400,400,750,500,500,500,250,400,400,750,500,500,500,250,400,400,750
1114,6,9,3,4800,3600,800,800,800,300,800,300,800,800,800,800,300,800,300,800,800,800,800,300,800,300,800
1115,8,6,5,3600,5400,750,750,750,400,800,400,800,750,750,750,400,800,400,800,750,750,750,400,800,400,800
1116,6,7,3,6600,6600,800,800,800,250,400,250,400,800,800,800,150,400,250,400,800,800,800,150,400,250,400
1117,6,7,5,3600,4800,550,550,550,250,600,400,600,450,500,550,200,550,200,550,450,500,550,150,450,150,450
1118,8,5,4,6600,6000,550,550,550,350,750,350,750,400,400,550,350,750,350,750,400,400,550,250,500,350,750
1119,9,5,5,6600,3600,700,700,700,150,400,150,400,700,700,700,150,400,150,400,700,700,700,150,400,150,400
1120,10,8,4,4200,6600,500,500,500,400,600,400,600,450,450,450,300,450,400,600,400,450,450,300,450,400,600
1121,8,6,3,4800,4800,750,750,750,300,500,300,500,750,750,750,150,400,150,400,650,750,750,150,400,150,400
1122,9,9,4,7200,4200,550,550,550,250,450,250,450,550,550,550,250,450,250,450,500,500,500,150,400,150,400
1123,10,8,4,7200,4800,500,500,500,350,600,350,600,500,500,500,200,400,200,400,500,500,500,200,400,200,400
1124,7,10,4,6000,5400,450,450,450,150,400,200,450,450,450,450,150,400,150,400,400,450,450,150,400,150,400
1125,6,6,3,4200,4200,700,700,700,250,700,250,700,400,400,450,200,400,200,400,400,400,400,200,400,200,400
1126,10,5,5,7200,4800,800,800,800,250,600,250,600,800,800,800,150,450,250,600,800,800,800,150,450,250,600
1127,6,7,4,4200,5400,550,550,550,150,450,150,450,550,550,550,150,400,150,400,550,550,550,150,400,150,400
1128,9,9,3,5400,4200,700,700,700,300,700,300,700,700,700,700,300,700,300,700,700,700,700,200,400,200,400
1129,9,10,4,6000,4800,650,650,800,350,650,350,650,650,650,800,350,650,350,650,650,650,800,350,650,350,650
1130,10,7,4,6000,6600,400,400,400,200,400,200,400,400,400,400,150,400,150,400,400,400,400,150,400,150,400
1131,10,8,5,6000,6000,800,800,800,150,450,150,450,800,800,800,150,450,150,450,700,800,800,150,450,150,450
1132,6,10,3,5400,4200,550,550,550,300,700,300,700,500,550,550,200,450,300,700,400,400,400,150,450,300,700
1133,6,7,5,6600,4800,450,450,450,150,400,150,400,450,450,450,150,400,150,400,400,400,450,150,400,150,400
1134,10,10,5,7200,3600,500,500,500,250,650,250,650,500,500,500,250,650,250,650,500,500,500,250,650,250,650
1135,6,10,5,4800,4800,500,500,500,400,700,400,700,400,400,400,200,450,250,450,400,400,400,200,450,250,450
1136,9,9,3,3600,6600,550,550,550,250,700,250,700,550,550,550,250,450,250,700,550,550,550,250,450,250,700
1137,10,8,3,6000,3600,800,800,800,300,750,300,750,800,800,800,300,750,300,750,800,800,800,300,750,300,750
1138,10,8,3,3600,6000,550,550,600,300,450,300,450,550,550,600,300,450,300,450,550,550,600,250,400,300,450
1139,9,6,3,4800,6000,450,450,450,400,800,400,800,450,450,450,150,400,150,400,400,450,450,150,400,150,400
1140,6,8,4,5400,6600,700,700,700,250,400,250,400,600,700,700,250,400,250,400,600,700,700,250,400,250,400
1141,6,10,4,5400,4800,800,800,800,250,650,250,650,800,800,800,250,650,250,650,800,800,800,250,650,250,650
1142,9,10,5,4800,6000,400,400,400,400,750,400,750,400,400,400,400,750,400,750,400,400,400,300,550,300,550
1143,6,7,5,4200,5400,650,650,650,250,400,250,400,500,500,500,250,400,250,400,500,500,500,250,400,250,400
1144,8,9,3,6000,4800,400,600,600,350,650,350,650,400,600,600,350,550,350,650,400,600,600,250,500,250,500
1145,8,5,5,3600,4800,400,650,650,400,650,400,650,400,650,650,200,600,200,600,400,650,650,200,450,200,450
1146,10,5,5,5400,6600,800,800,800,250,450,400,700,800,800,800,250,450,400,700,800,800,800,250,450,400,700
1147,7,5,5,5400,6000,600,600,600,300,800,300,800,600,600,600,300,800,300,800,450,450,450,300,800,300,800
1148,6,10,4,3600,7200,800,800,800,400,650,400,650,650,750,800,400,650,400,650,400,750,800,400,650,400,650
1149,7,6,3,7200,6000,500,500,500,150,450,350,800,500,500,500,150,450,350,800,500,500,500,150,450,350,800
1150,8,5,4,4200,4800,500,500,500,200,450,300,500,450,450,500,200,450,300,500,400,400,400,200,450,300,500
1151,8,8,5,4200,5400,550,550,750,400,600,400,600,550,550,650,400,600,400,600,400,550,650,300,450,400,600
1152,6,7,3,5400,6600,650,650,650,250,550,250,550,650,650,650,250,550,250,550,650,650,650,200,400,200,400
1153,9,8,5,7200,7200,800,800,800,250,550,250,700,800,800,800,250,400,250,400,800,800,800,250,400,250,400
1154,8,7,5,4800,4200,400,400,550,300,700,300,700,400,400,550,200,450,300,700,400,400,550,150,400,200,450
1155,9,10,3,7200,6000,750,750,750,200,400,200,400,600,600,750,200,400,200,400,450,450,750,200,400,200,400
1156,8,10,4,6000,5400,550,650,650,350,700,350,700,550,650,650,200,550,350,700,550,650,650,200,550,350,700
1157,7,6,4,3600,6600,800,800,800,300,500,300,500,800,800,800,200,400,300,500,800,800,800,200,400,300,500
1158,10,7,5,6600,4800,650,650,650,250,500,300,750,650,650,650,250,500,300,750,650,650,650,250,500,250,550
1159,7,6,5,6000,6600,400,400,400,400,750,400,750,400,400,400,400,750,400,750,400,400,400,400,750,400,750
1160,9,9,3,6600,6600,450,450,450,150,450,350,550,450,450,450,150,400,250,400,400,400,400,150,400,250,400
1161,9,9,3,6000,3600,750,750,750,400,700,400,700,750,750,750,400,700,400,700,750,750,750,150,450,150,450
1162,7,6,3,4200,3600,550,650,650,200,400,300,600,400,650,650,200,400,250,400,400,650,650,200,400,250,400
1163,7,6,4,7200,6000,400,400,400,300,800,300,800,400,400,400,300,800,300,800,400,400,400,250,750,250,750
1164,10,8,5,4200,7200,700,700,700,300,800,300,800,700,700,700,300,800,300,800,700,700,700,250,450,250,450
1165,6,7,3,6000,4800,650,650,650,200,600,200,600,650,650,650,200,600,200,600,400,650,650,200,600,200,600
1166,9,5,3,6000,7200,650,650,650,300,500,300,500,650,650,650,300,500,300,500,650,650,650,300,500,300,500
1167,7,7,4,4200,6000,700,700,700,250,750,250,750,700,700,700,200,450,250,750,700,700,700,200,450,250,750
1168,10,5,4,7200,6000,650,650,650,300,800,300,800,650,650,650,300,800,300,800,650,650,650,300,800,300,800
1169,9,10,5,7200,4200,700,700,700,250,650,250,650,700,700,700,250,650,250,650,700,700,700,250,650,250,650
1170,9,9,4,7200,3600,400,400,450,250,700,250,700,400,400,450,250,700,250,700,400,400,400,250,700,250,700
1171,8,8,5,6000,4800,400,400,400,350,700,350,700,400,400,400,300,650,350,700,400,400,400,300,650,350,700
1172,9,6,4,5400,5400,800,800,800,250,400,250,400,800,800,800,250,400,250,400,800,800,800,250,400,250,400
1173,8,9,4,3600,5400,550,650,650,250,750,250,750,550,650,650,200,450,200,450,550,650,650,200,450,200,450
1174,6,5,3,6600,6000,500,500,800,300,650,300,650,500,500,650,300,650,300,650,500,500,650,300,650,300,650
1175,7,8,5,6600,5400,550,550,550,300,750,300,750,550,550,550,300,750,300,750,400,400,400,300,750,300,750
1176,8,10,4,5400,4200,450,450,450,300,650,300,650,400,400,450,300,650,300,650,400,400,450,150,400,200,400
1177,9,10,5,4200,6600,450,450,500,150,450,300,750,450,450,500,150,450,300,750,450,450,500,150,450,300,750
1178,10,6,3,4800,4800,400,400,400,300,500,300,500,400,400,400,250,400,250,450,400,400,400,250,400,250,450
1179,10,8,4,6600,4200,450,450,450,250,450,250,450,400,400,450,250,450,250,450,400,400,450,250,450,250,450
1180,8,9,3,4800,7200,700,700,700,300,600,300,600,700,700,700,150,450,150,450,700,700,700,150,400,150,400
1181,8,10,5,4200,4200,650,650,650,350,600,350,600,600,650,650,350,600,350,600,450,450,650,350,600,350,600
1182,10,8,5,5400,5400,450,500,500,250,600,250,600,450,500,500,200,450,250,600,450,450,450,200,450,250,600
1183,10,8,5,3600,7200,550,550,550,300,700,300,700,550,550,550,300,700,300,700,550,550,550,200,400,250,550
1184,6,10,4,7200,5400,550,550,550,250,450,350,650,550,550,550,250,450,350,650,450,550,550,250,450,350,650
1185,6,8,5,6000,4800,750,750,750,300,650,300,650,600,600,750,300,650,300,650,450,600,750,150,400,150,400
1186,7,5,3,4800,7200,450,450,500,350,550,350,550,400,400,500,350,550,350,550,400,400,500,200,550,350,550
1187,7,10,5,6600,3600,450,450,450,150,400,250,450,400,400,450,150,400,250,450,400,400,450,150,400,250,450
1188,6,6,4,7200,7200,750,750,750,400,700,400,700,750,750,750,400,700,400,700,750,750,750,400,700,400,700
1189,10,5,5,6600,6600,400,400,400,350,550,350,550,400,400,400,150,400,350,550,400,400,400,150,400,300,500
1190,6,9,3,6000,3600,650,650,650,300,550,300,550,650,650,650,300,550,300,550,650,650,650,300,550,300,550
1191,8,6,3,6600,6000,700,700,700,200,500,200,500,700,700,700,150,400,200,500,700,700,700,150,400,200,500
1192,9,6,5,6600,6600,500,500,500,350,750,350,750,450,450,450,350,750,350,750,450,450,450,200,550,200,550
1193,9,6,4,6600,4200,800,800,800,300,800,300,800,600,600,800,150,450,150,450,600,600,800,150,450,150,450
1194,9,5,5,5400,6000,650,650,650,400,800,400,800,650,650,650,400,800,400,800,650,650,650,200,400,200,400
1195,9,10,4,4800,7200,800,800,800,400,700,400,700,800,800,800,400,700,400,700,800,800,800,150,400,150,400
1196,10,8,3,3600,6000,550,550,550,300,450,300,450,550,550,550,300,450,300,450,550,550,550,250,400,300,450
1197,7,6,4,7200,5400,500,500,500,300,600,300,600,400,500,500,300,600,300,600,400,500,500,300,600,300,600
1198,6,6,5,6000,3600,600,600,750,300,750,300,750,600,600,750,300,750,300,750,600,600,750,300,750,300,750
1199,9,8,5,4200,3600,450,600,600,300,800,300,800,450,500,500,150,450,300,800,450,500,500,150,450,300,500
1200,7,7,3,4200,3600,750,750,750,250,600,250,600,700,700,700,250,600,250,600,700,700,700,250,600,250,600
1201,6,10,4,5400,6600,700,700,700,250,400,300,550,700,700,700,250,400,300,550,500,500,700,250,400,300,550
1202,6,7,4,6000,4200,700,700,700,350,650,350,650,700,700,700,350,650,350,650,700,700,700,150,400,150,400
1203,6,8,4,6600,4800,700,700,700,250,400,250,400,700,700,700,150,400,150,400,550,550,700,150,400,150,400
1204,8,7,4,6600,4800,400,400,400,400,800,400,800,400,400,400,400,800,400,800,400,400,400,200,500,200,500
1205,8,7,5,5400,4200,400,400,400,400,700,400,700,400,400,400,400,700,400,700,400,400,400,400,700,400,700
1206,10,8,4,4800,5400,550,550,550,200,550,300,550,450,450,550,200,550,300,550,450,450,550,200,400,300,550
1207,7,6,4,4800,3600,650,650,650,200,600,200,600,400,650,650,200,600,200,600,400,650,650,150,400,200,600
1208,8,6,3,3600,6000,550,550,550,200,550,200,550,550,550,550,200,400,200,400,550,550,550,200,400,200,400
1209,8,6,5,6600,5400,650,650,650,300,500,400,750,650,650,650,150,400,400,750,650,650,650,150,400,200,400
1210,6,10,4,5400,4800,750,750,750,150,400,150,400,750,750,750,150,400,150,400,750,750,750,150,400,150,400
1211,10,10,4,6000,4800,800,800,800,400,650,400,650,500,800,800,400,650,400,650,500,800,800,400,650,400,650
1212,10,5,4,4800,7200,400,400,400,200,500,200,500,400,400,400,200,500,200,500,400,400,400,200,500,200,500
1213,7,7,4,3600,7200,700,700,700,400,800,400,800,700,700,700,400,800,400,800,700,700,700,250,500,400,800
1214,8,10,4,4800,3600,700,700,700,400,600,400,600,700,700,700,400,600,400,600,650,650,700,400,600,400,600
1215,8,5,5,7200,6000,800,800,800,300,700,300,700,800,800,800,300,700,300,700,800,800,800,300,700,300,700
1216,7,9,3,4200,4800,450,450,450,250,700,250,700,450,450,450,250,700,250,700,450,450,450,250,700,250,700
1217,10,9,5,3600,6600,800,800,800,300,650,300,650,800,800,800,200,450,300,650,800,800,800,200,450,300,650
1218,8,6,3,5400,4800,550,550,550,250,700,250,700,550,550,550,250,700,250,700,550,550,550,200,500,200,500
1219,7,5,5,4200,6000,800,800,800,400,600,400,600,700,800,800,400,600,400,600,700,800,800,400,600,400,600
1220,7,5,4,6000,4800,450,450,450,150,400,200,600,450,450,450,150,400,150,450,450,450,450,150,400,150,450
1221,6,8,5,6600,7200,400,400,700,250,700,250,700,400,400,700,250,700,250,700,400,400,700,250,700,250,700
1222,7,7,4,6600,4800,550,550,550,200,550,200,550,550,550,550,150,400,150,450,500,550,550,150,400,150,450
1223,10,6,5,6600,5400,400,400,400,250,500,250,500,400,400,400,250,500,250,500,400,400,400,250,500,250,500
1224,8,5,5,6600,4200,550,550,550,150,450,400,650,550,550,550,150,400,400,650,550,550,550,150,400,400,650
1225,9,7,4,7200,5400,500,500,550,300,600,300,600,500,500,550,300,600,300,600,450,500,500,300,600,300,600
1226,10,6,5,6600,4200,550,550,550,200,450,200,450,500,500,500,200,450,200,450,450,450,500,200,450,200,450
1227,9,5,5,6600,5400,450,450,450,400,750,400,750,450,450,450,400,750,400,750,400,450,450,150,400,150,400
1228,10,7,5,4200,5400,700,700,700,200,450,400,700,650,650,650,150,400,400,700,650,650,650,150,400,400,700
1229,9,5,4,7200,4800,600,600,600,400,600,400,600,600,600,600,400,600,400,600,600,600,600,150,450,250,450
1230,7,10,5,7200,6000,750,750,750,150,450,350,650,750,750,750,150,450,350,650,750,750,750,150,450,350,650
1231,8,9,3,4200,4800,450,450,450,200,550,200,550,450,450,450,150,400,200,550,400,400,400,150,400,200,550
1232,7,7,3,7200,3600,550,550,550,250,750,250,750,550,550,550,250,750,250,750,550,550,550,250,750,250,750
1233,8,8,4,3600,5400,400,400,400,150,400,250,600,400,400,400,150,400,250,600,400,400,400,150,400,250,600
1234,9,9,4,6000,5400,800,800,800,250,750,250,750,800,800,800,200,400,200,400,800,800,800,200,400,200,400
1235,10,8,5,7200,4200,500,500,500,250,450,300,750,500,500,500,250,450,300,750,400,400,400,250,450,300,750
