case_id,N_st,n_x,n_y,l_x_mm,l_y_mm,C_G1_Corner_b,C_G1_Edge_b,C_G1_Interior_b,B_G1_Edge_b,B_G1_Edge_h,B_G1_Interior_b,B_G1_Interior_h,C_G2_Corner_b,C_G2_Edge_b,C_G2_Interior_b,B_G2_Edge_b,B_G2_Edge_h,B_G2_Interior_b,B_G2_Interior_h,C_G3_Corner_b,C_G3_Edge_b,C_G3_Interior_b,B_G3_Edge_b,B_G3_Edge_h,B_G3_Interior_b,B_G3_Interior_h
5040,7,5,8,6000,6600,500,500,550,250,750,250,750,400,400,550,200,500,200,500,400,400,550,150,400,150,400
5041,9,5,9,3600,5400,550,550,550,400,800,400,800,450,550,550,400,800,400,800,450,550,550,350,750,350,750
5042,9,4,5,6600,6000,650,650,650,200,450,200,450,550,550,650,150,400,150,400,400,400,650,150,400,150,400
5043,10,5,9,7200,7200,450,500,500,150,450,250,600,400,400,400,150,450,250,600,400,400,400,150,450,200,500
5044,8,3,7,7200,4800,400,400,400,300,550,300,550,400,400,400,150,450,150,450,400,400,400,150,450,150,450
5045,9,4,6,6600,6600,800,800,800,200,450,200,450,800,800,800,150,450,150,450,450,550,550,150,450,150,450
5046,7,3,6,7200,4800,400,400,400,400,800,400,800,400,400,400,400,800,400,800,400,400,400,150,400,150,400
5047,10,4,8,3600,6000,400,400,400,200,450,200,450,400,400,400,150,400,150,400,400,400,400,150,400,150,400
5048,6,4,7,5400,4800,400,400,450,250,450,400,600,400,400,450,250,450,400,600,400,400,450,150,400,400,600
5049,10,3,6,5400,6000,450,450,450,150,450,400,750,400,450,450,150,400,200,500,400,450,450,150,400,200,500
5050,7,5,8,3600,3600,700,700,700,250,450,250,450,400,400,400,150,400,150,400,400,400,400,150,400,150,400
5051,6,5,8,6600,3600,450,450,450,150,450,200,500,450,450,450,150,400,200,500,400,450,450,150,400,150,400
5052,8,3,6,3600,6000,600,600,600,250,650,250,650,500,500,600,150,450,150,450,400,500,600,150,400,150,450
5053,6,5,7,4200,4800,650,650,650,400,650,400,650,550,550,650,200,400,400,650,500,500,650,150,400,400,650
5054,6,5,7,4800,6000,400,400,400,300,500,300,500,400,400,400,250,400,250,400,400,400,400,200,400,200,400
5055,7,4,5,5400,5400,600,600,600,250,450,250,550,400,400,400,250,400,250,400,400,400,400,250,400,250,400
5056,10,3,7,4800,4200,700,700,700,400,750,400,750,600,650,650,250,450,300,600,600,650,650,250,450,300,600
5057,8,4,10,4800,6600,550,550,550,150,400,400,750,450,450,450,150,400,400,750,450,450,450,150,400,400,750
5058,6,5,9,5400,4200,400,400,400,150,450,150,450,400,400,400,150,450,150,450,400,400,400,150,450,150,450
5059,8,3,5,4200,4200,700,700,700,250,550,300,800,550,550,550,150,400,150,400,500,550,550,150,400,150,400
5060,6,3,10,4800,4200,400,400,400,150,450,400,750,400,400,400,150,450,200,500,400,400,400,150,450,200,500
5061,10,4,5,4200,4200,400,450,750,400,800,400,800,400,450,750,400,800,400,800,400,400,750,200,400,300,500
5062,7,5,7,3600,7200,450,450,450,150,400,150,400,450,450,450,150,400,150,400,450,450,450,150,400,150,400
5063,8,3,6,4200,4200,400,650,650,350,550,350,550,400,600,650,250,500,350,550,400,600,650,250,400,250,400
5064,10,5,6,5400,5400,400,400,400,250,400,300,800,400,400,400,250,400,300,800,400,400,400,200,400,200,450
5065,7,3,7,6600,6000,550,550,800,400,750,400,750,550,550,800,400,750,400,750,550,550,800,400,750,400,750
5066,6,5,9,7200,6600,650,650,650,250,450,250,450,400,400,500,200,400,250,450,400,400,500,200,400,200,400
5067,8,5,10,6600,7200,550,700,700,150,400,350,550,550,700,700,150,400,350,550,450,550,550,150,400,350,550
5068,7,5,9,4800,4200,650,650,650,200,450,200,450,400,400,550,150,400,200,450,400,400,550,150,400,200,450
5069,7,3,6,6000,7200,500,500,550,300,750,300,750,500,500,550,150,450,150,450,500,500,550,150,450,150,450
5070,9,4,9,7200,6000,450,500,500,150,400,200,550,400,400,500,150,400,150,450,400,400,500,150,400,150,450
5071,10,5,5,7200,6000,500,500,500,250,400,300,700,450,450,500,250,400,300,700,400,450,450,250,400,300,700
5072,8,4,7,6600,4200,450,450,450,150,400,350,550,400,400,450,150,400,150,400,400,400,400,150,400,150,400
5073,9,4,9,4800,4200,700,700,700,400,650,400,650,400,550,700,150,400,200,450,400,550,700,150,400,200,450
5074,6,3,7,3600,6600,500,700,700,300,450,300,450,450,450,450,250,400,250,400,400,450,450,250,400,250,400
5075,10,3,6,5400,7200,550,550,600,250,400,350,750,550,550,600,200,400,200,450,450,450,450,150,400,150,400
5076,8,4,10,5400,4800,400,400,400,350,800,350,800,400,400,400,150,400,150,400,400,400,400,150,400,150,400
5077,10,3,5,3600,6000,400,400,450,400,750,400,750,400,400,450,350,650,400,750,400,400,400,150,400,150,450
5078,10,5,8,3600,3600,750,750,750,300,600,300,600,600,750,750,250,450,300,600,450,750,750,250,450,300,600
5079,7,5,7,4200,7200,450,450,450,150,400,300,450,400,450,450,150,400,300,450,400,400,450,150,400,200,450
5080,9,3,10,5400,3600,650,650,650,300,600,300,600,500,500,650,250,450,250,450,500,500,650,150,450,250,450
5081,10,4,9,6000,7200,500,500,800,250,550,250,550,450,450,800,150,400,200,400,400,450,800,150,400,150,400
5082,10,3,8,6000,5400,550,650,650,250,400,250,400,550,650,650,250,400,250,400,550,650,650,250,400,250,400
5083,6,4,10,5400,4200,800,800,800,150,450,200,600,500,500,600,150,400,150,450,500,500,600,150,400,150,400
5084,10,5,8,5400,3600,650,650,650,150,400,150,400,550,550,650,150,400,150,400,500,550,650,150,400,150,400
5085,8,4,8,4800,4200,650,650,650,250,400,300,600,450,500,500,150,400,150,450,400,400,500,150,400,150,450
5086,6,3,6,4800,6000,500,500,500,200,450,250,750,500,500,500,150,450,250,750,450,450,450,150,400,150,400
5087,9,5,8,4800,7200,500,800,800,250,450,250,450,450,450,800,200,400,200,400,400,400,800,200,400,200,400
5088,9,3,5,7200,4200,400,400,400,350,750,350,750,400,400,400,150,450,200,450,400,400,400,150,450,200,450
5089,10,3,7,3600,7200,400,400,400,350,650,350,650,400,400,400,150,400,150,400,400,400,400,150,400,150,400
5090,10,4,6,4800,5400,650,650,650,400,700,400,700,550,550,650,400,700,400,700,550,550,650,150,450,150,450
5091,9,5,8,4200,7200,500,500,750,250,600,250,600,450,450,750,250,600,250,600,450,450,750,250,600,250,600
5092,6,5,10,4200,5400,800,800,800,350,800,350,800,800,800,800,150,450,150,450,400,650,650,150,450,150,450
5093,8,5,6,4200,4200,400,450,450,250,450,250,450,400,450,450,150,400,250,450,400,450,450,150,400,150,400
5094,7,4,10,6600,7200,500,500,500,350,750,350,750,400,400,400,300,450,300,600,400,400,400,300,450,300,600
5095,8,5,8,3600,4800,400,400,400,300,650,300,650,400,400,400,250,450,300,650,400,400,400,250,450,300,650
5096,8,4,10,3600,7200,450,450,450,150,450,250,600,450,450,450,150,400,250,400,400,450,450,150,400,250,400
5097,10,3,5,4200,6000,400,450,450,200,450,400,650,400,450,450,200,450,400,650,400,450,450,150,400,150,400
5098,6,5,10,6000,3600,550,600,600,250,500,250,550,550,600,600,150,450,250,450,550,600,600,150,400,200,400
5099,7,4,5,4800,6600,800,800,800,150,450,250,650,800,800,800,150,450,250,650,400,400,800,150,450,250,650
5100,10,5,6,6600,4800,550,550,550,150,400,300,700,400,400,550,150,400,300,700,400,400,500,150,400,300,700
5101,7,3,5,6600,3600,650,650,650,300,600,300,600,650,650,650,300,600,300,600,650,650,650,300,600,300,600
5102,8,3,7,6000,3600,400,400,400,200,450,200,600,400,400,400,150,400,150,450,400,400,400,150,400,150,400
5103,8,4,8,5400,7200,500,750,750,350,600,350,600,500,500,750,350,600,350,600,400,400,750,250,400,350,600
5104,10,5,8,4200,6000,750,750,750,200,400,200,400,750,750,750,200,400,200,400,450,450,750,200,400,200,400
5105,6,4,5,7200,6000,400,500,500,350,700,350,700,400,400,500,250,550,350,700,400,400,500,150,400,350,700
5106,9,4,7,3600,7200,750,750,750,300,600,350,650,750,750,750,300,600,350,650,600,750,750,200,400,350,650
5107,8,3,5,4200,4200,500,500,500,350,550,350,550,450,450,450,200,400,200,400,450,450,450,150,400,200,400
5108,6,3,5,7200,5400,400,400,400,250,600,250,600,400,400,400,150,450,150,450,400,400,400,150,450,150,450
5109,10,5,10,4800,4800,400,400,400,150,400,150,450,400,400,400,150,400,150,450,400,400,400,150,400,150,450
5110,6,4,8,7200,4200,450,450,450,400,750,400,750,450,450,450,150,400,150,400,400,400,400,150,400,150,400
5111,8,3,7,4800,6600,400,600,600,200,550,200,550,400,600,600,150,400,150,400,400,600,600,150,400,150,400
5112,8,4,5,4800,3600,400,450,450,400,750,400,750,400,450,450,300,550,300,550,400,450,450,150,450,150,450
5113,7,5,5,4800,4800,400,450,500,150,400,250,700,400,450,500,150,400,250,700,400,450,500,150,400,250,700
5114,8,4,7,4200,6600,400,450,450,150,400,400,700,400,400,400,150,400,150,450,400,400,400,150,400,150,450
5115,10,4,5,4800,3600,550,550,550,300,500,300,500,400,400,400,300,500,300,500,400,400,400,200,450,200,450
5116,8,3,6,4200,6000,650,650,650,200,400,250,650,650,650,650,200,400,250,650,650,650,650,200,400,250,650
5117,10,3,10,3600,4800,700,700,700,300,550,300,550,700,700,700,200,400,200,400,700,700,700,150,400,150,400
5118,7,3,8,4200,5400,400,450,450,150,450,350,700,400,450,450,150,450,200,500,400,400,400,150,400,150,400
5119,9,5,6,4200,5400,700,700,800,400,600,400,600,700,700,800,400,600,400,600,400,400,400,250,450,400,600
5120,8,3,6,3600,7200,550,550,800,250,400,300,450,550,550,800,250,400,300,450,450,450,800,250,400,300,450
5121,6,4,10,5400,5400,400,400,450,350,700,350,700,400,400,450,150,400,150,400,400,400,450,150,400,150,400
5122,9,5,9,6000,6600,650,650,650,200,500,200,500,650,650,650,200,450,200,500,400,400,650,150,450,150,450
5123,8,4,6,3600,5400,450,450,450,250,700,250,700,400,450,450,250,700,250,700,400,450,450,200,450,250,700
5124,10,5,6,6000,5400,700,750,750,400,600,400,700,700,750,750,250,600,250,600,600,600,600,250,450,250,600
5125,10,5,5,5400,7200,750,750,750,150,450,200,600,650,650,750,150,400,150,400,450,450,450,150,400,150,400
5126,6,3,9,3600,6600,750,750,750,200,400,300,500,700,700,700,200,400,250,400,700,700,700,200,400,250,400
5127,10,4,5,4800,6000,600,750,750,150,400,200,450,600,750,750,150,400,200,450,600,750,750,150,400,200,450
5128,10,4,5,4200,7200,700,700,700,200,600,250,650,700,700,700,150,450,250,650,400,550,550,150,400,250,400
5129,8,4,9,6600,4800,500,500,500,350,550,350,650,400,450,450,200,400,350,650,400,450,450,200,400,350,650
5130,10,5,7,7200,5400,500,500,500,200,600,300,600,500,500,500,200,600,300,600,400,450,500,150,400,200,400
5131,10,5,8,6600,4800,550,600,600,200,400,350,650,550,600,600,200,400,350,650,400,600,600,200,400,200,400
5132,9,3,8,3600,7200,750,750,750,200,550,300,650,700,700,700,200,550,300,650,550,550,700,200,550,250,550
5133,7,4,10,4800,6600,550,550,550,200,450,200,450,550,550,550,150,400,200,450,500,550,550,150,400,200,450
5134,7,4,8,7200,4200,400,500,500,150,450,300,450,400,400,500,150,450,300,450,400,400,450,150,400,150,400
5135,7,4,8,5400,5400,500,500,500,150,400,250,450,450,500,500,150,400,250,450,450,500,500,150,400,250,450
5136,7,3,10,6600,7200,700,700,700,200,550,400,600,700,700,700,200,450,200,500,550,550,700,150,450,200,500
5137,6,5,7,7200,4200,700,700,700,150,400,150,450,650,650,650,150,400,150,450,650,650,650,150,400,150,450
5138,8,4,6,4800,6000,500,500,500,150,400,300,700,500,500,500,150,400,250,400,500,500,500,150,400,150,400
5139,7,4,9,6600,4800,700,700,700,300,500,300,500,700,700,700,200,400,200,400,700,700,700,200,400,200,400
5140,7,4,6,4200,4200,750,750,750,300,450,300,550,650,650,750,150,400,150,450,650,650,750,150,400,150,450
5141,9,5,8,4200,6000,800,800,800,200,400,400,750,800,800,800,200,400,400,750,550,550,800,150,400,400,750
5142,9,5,5,7200,4800,700,700,700,350,750,350,750,400,450,700,250,400,250,400,400,450,700,250,400,250,400
5143,9,4,10,4800,7200,450,750,750,400,700,400,700,450,750,750,150,400,150,400,450,650,650,150,400,150,400
5144,8,5,10,4200,3600,750,750,750,200,500,200,500,450,450,450,200,500,200,500,450,450,450,150,400,200,500
5145,8,3,10,4200,5400,400,400,400,300,550,300,550,400,400,400,200,400,300,550,400,400,400,200,400,300,550
5146,10,5,6,7200,6600,450,600,600,250,500,250,500,450,600,600,200,400,200,400,450,450,600,150,400,150,400
5147,9,5,5,4800,6000,800,800,800,200,500,250,550,600,600,700,150,450,250,550,600,600,600,150,450,200,500
5148,7,3,7,6600,6600,600,600,700,300,500,400,600,600,600,650,150,400,400,600,500,600,650,150,400,400,600
5149,10,3,9,4200,6000,400,400,400,200,400,200,400,400,400,400,150,400,200,400,400,400,400,150,400,200,400
5150,7,4,5,7200,7200,550,550,550,400,750,400,750,450,450,500,300,450,400,750,400,400,500,300,450,400,750
5151,6,5,10,4200,6600,650,700,700,250,650,400,800,550,550,600,250,650,400,800,550,550,600,250,400,250,400
5152,10,3,9,6600,6000,400,450,450,250,750,400,750,400,400,450,200,500,200,500,400,400,450,200,500,200,500
5153,10,4,5,7200,3600,800,800,800,300,600,300,600,800,800,800,150,400,300,600,450,700,800,150,400,300,600
5154,10,5,7,4200,3600,600,600,600,150,400,250,600,450,550,550,150,400,250,600,400,400,550,150,400,250,600
5155,10,3,5,7200,4200,750,750,800,250,600,250,600,750,750,800,200,450,250,600,550,750,800,200,400,250,400
5156,6,3,6,3600,7200,550,550,550,400,700,400,700,400,400,550,400,700,400,700,400,400,450,200,600,200,600
5157,7,5,7,6000,7200,500,600,600,250,400,250,400,500,600,600,250,400,250,400,500,600,600,150,400,250,400
5158,9,3,7,4200,4800,500,700,700,250,700,250,700,500,700,700,150,400,250,600,500,700,700,150,400,250,600
5159,9,4,8,5400,6000,500,500,500,350,700,350,700,500,500,500,300,600,350,700,400,400,500,150,400,350,700
5160,6,3,9,7200,4800,450,450,600,250,550,250,550,450,450,600,150,400,150,400,400,400,500,150,400,150,400
5161,6,5,5,6600,5400,600,600,600,350,600,350,600,500,500,500,200,400,200,400,450,450,450,200,400,200,400
5162,10,4,8,6600,6600,750,750,750,200,400,250,550,750,750,750,150,400,150,450,550,550,550,150,400,150,450
5163,6,4,6,4800,6000,550,550,550,150,450,300,600,400,400,400,150,400,200,400,400,400,400,150,400,200,400
5164,9,3,10,5400,3600,700,700,700,250,400,300,650,500,700,700,250,400,300,650,400,450,700,250,400,300,650
5165,6,4,8,4800,7200,550,550,700,150,400,400,600,550,550,700,150,400,250,400,500,500,500,150,400,250,400
5166,8,3,7,5400,7200,700,700,700,250,650,250,650,550,550,550,250,650,250,650,550,550,550,200,400,200,400
5167,10,3,8,4800,6600,750,750,750,150,450,200,600,600,750,750,150,450,200,600,400,400,750,150,400,150,400
5168,6,5,6,3600,4200,400,400,450,300,550,300,550,400,400,450,300,550,300,550,400,400,400,300,550,300,550
5169,6,3,6,5400,7200,450,450,800,150,400,250,400,450,450,700,150,400,250,400,450,450,700,150,400,250,400
5170,9,5,8,5400,6600,400,400,550,150,450,150,450,400,400,550,150,400,150,400,400,400,500,150,400,150,400
5171,9,5,8,7200,6600,600,600,600,250,550,300,650,600,600,600,200,400,200,400,600,600,600,150,400,200,400
5172,8,4,10,5400,6600,800,800,800,200,400,200,400,700,800,800,150,400,200,400,500,550,800,150,400,200,400
5173,7,5,5,4200,3600,650,650,650,150,400,250,550,650,650,650,150,400,250,550,450,450,650,150,400,200,500
5174,9,3,8,4800,4200,450,450,700,150,450,200,500,400,400,700,150,450,200,500,400,400,700,150,450,200,500
5175,6,3,8,6000,6000,450,550,550,150,400,250,750,400,550,550,150,400,250,750,400,450,550,150,400,250,750
5176,8,4,10,3600,6600,550,550,550,150,400,250,650,400,400,500,150,400,250,650,400,400,500,150,400,250,500
5177,6,5,8,6000,6000,400,400,450,150,400,300,550,400,400,400,150,400,300,550,400,400,400,150,400,200,400
5178,7,4,5,3600,4800,400,400,400,250,450,400,650,400,400,400,250,450,400,650,400,400,400,250,450,400,650
5179,6,3,7,4800,6600,600,600,600,150,450,250,550,600,600,600,150,450,250,550,550,550,550,150,400,250,400
5180,8,3,8,7200,7200,500,500,500,400,600,400,600,500,500,500,250,450,250,450,500,500,500,200,400,200,400
5181,6,5,10,5400,3600,600,600,600,300,650,300,650,450,450,450,300,450,300,450,450,450,450,250,400,250,400
5182,9,5,6,3600,3600,800,800,800,150,400,250,450,800,800,800,150,400,250,450,800,800,800,150,400,250,450
5183,7,5,9,3600,4800,400,400,450,150,450,150,450,400,400,450,150,400,150,400,400,400,450,150,400,150,400
5184,6,3,8,6000,6600,800,800,800,150,450,200,500,450,450,450,150,400,150,400,450,450,450,150,400,150,400
5185,9,4,8,7200,6000,400,450,450,300,750,300,750,400,400,400,300,750,300,750,400,400,400,150,450,250,500
5186,9,3,7,4200,4800,750,750,750,350,550,400,600,700,750,750,350,550,400,600,650,650,750,250,450,250,450
5187,6,4,8,5400,6600,400,500,500,150,400,200,600,400,500,500,150,400,200,600,400,500,500,150,400,150,450
5188,7,3,9,3600,5400,400,450,700,150,450,150,450,400,450,700,150,400,150,450,400,450,700,150,400,150,450
5189,8,4,5,5400,3600,600,650,650,150,450,350,800,600,650,650,150,450,200,600,600,650,650,150,450,200,600
5190,7,5,8,6000,3600,400,400,800,150,400,150,400,400,400,800,150,400,150,400,400,400,800,150,400,150,400
5191,10,5,9,5400,5400,450,450,450,300,550,300,550,400,400,400,150,450,150,450,400,400,400,150,450,150,450
5192,8,5,5,5400,6000,450,450,450,150,450,150,450,400,400,400,150,450,150,450,400,400,400,150,450,150,450
5193,7,3,10,6600,4800,400,400,550,250,500,350,800,400,400,550,250,500,350,800,400,400,400,200,500,200,500
5194,6,5,9,4200,5400,700,700,700,200,450,250,700,500,650,700,200,400,250,500,500,650,700,200,400,250,500
5195,6,5,9,7200,6000,400,500,500,300,800,300,800,400,450,450,150,450,150,450,400,450,450,150,400,150,450
5196,10,3,10,6000,4200,800,800,800,250,650,250,650,800,800,800,200,450,200,450,400,400,400,150,400,150,400
5197,6,4,7,3600,6600,400,600,600,200,400,200,550,400,400,600,150,400,150,450,400,400,600,150,400,150,450
5198,10,3,9,4800,5400,500,600,600,150,400,150,450,500,600,600,150,400,150,450,400,400,400,150,400,150,450
5199,8,5,8,6600,5400,450,450,650,150,400,250,550,400,400,650,150,400,250,550,400,400,650,150,400,250,550
5200,6,5,6,3600,4200,700,700,700,200,500,200,600,400,400,400,150,400,150,400,400,400,400,150,400,150,400
5201,10,4,6,5400,7200,650,700,700,150,450,200,600,400,400,700,150,450,150,450,400,400,650,150,400,150,400
5202,10,4,8,4800,3600,600,600,600,250,650,250,650,550,550,550,200,500,250,650,400,400,550,200,500,250,650
5203,9,4,6,4200,3600,650,650,650,400,700,400,700,550,650,650,300,650,300,650,500,500,500,300,650,300,650
5204,6,5,5,5400,4800,500,500,500,150,450,400,600,500,500,500,150,450,300,500,500,500,500,150,400,300,500
5205,10,5,10,5400,6000,650,650,800,200,550,200,550,650,650,800,200,400,200,400,650,650,800,200,400,200,400
5206,7,4,8,6600,7200,700,700,700,150,450,350,800,400,400,400,150,400,150,450,400,400,400,150,400,150,450
5207,10,3,6,4800,4800,550,550,650,250,400,300,650,450,550,650,200,400,200,450,400,400,550,200,400,200,450
5208,6,3,10,7200,6600,450,450,450,200,550,200,550,450,450,450,150,400,150,400,400,400,450,150,400,150,400
5209,7,3,5,6000,7200,750,750,750,300,600,300,600,550,550,750,300,600,300,600,550,550,750,300,600,300,600
5210,8,4,6,6600,4200,600,600,600,150,400,300,600,400,400,400,150,400,300,600,400,400,400,150,400,300,600
5211,6,5,9,5400,6000,400,600,600,400,600,400,600,400,600,600,250,550,400,600,400,450,600,150,400,150,400
5212,6,3,9,3600,6600,600,650,650,200,400,200,550,450,450,650,200,400,200,400,450,450,650,200,400,200,400
5213,9,3,7,7200,3600,500,500,500,250,600,350,800,400,400,400,250,600,350,800,400,400,400,200,400,350,800
5214,8,3,10,6000,3600,550,550,550,150,400,250,650,550,550,550,150,400,150,400,550,550,550,150,400,150,400
5215,10,3,9,4800,4200,400,400,650,300,650,300,650,400,400,500,150,400,150,400,400,400,500,150,400,150,400
5216,9,5,5,4200,4200,750,750,750,250,750,250,750,750,750,750,150,400,150,400,450,750,750,150,400,150,400
5217,7,4,5,5400,6000,550,550,700,150,400,150,400,400,400,550,150,400,150,400,400,400,550,150,400,150,400
5218,6,3,8,6600,4200,500,500,500,400,800,400,800,500,500,500,400,700,400,700,500,500,500,400,700,400,700
5219,6,5,9,4800,3600,450,450,450,200,450,350,750,450,450,450,200,450,350,750,450,450,450,200,450,350,750
5220,9,4,5,6000,3600,800,800,800,200,550,200,550,800,800,800,200,550,200,550,700,700,700,200,550,200,550
5221,7,3,10,6000,6600,500,500,550,250,700,250,700,500,500,550,250,700,250,700,400,400,400,250,700,250,700
5222,10,4,8,4200,5400,600,600,600,300,650,300,650,600,600,600,300,650,300,650,600,600,600,300,650,300,650
5223,10,4,9,6000,6000,500,500,500,300,700,300,700,450,450,450,150,450,150,450,400,400,400,150,450,150,450
5224,6,3,6,6000,3600,550,550,550,300,550,300,550,550,550,550,300,550,300,550,450,450,550,150,400,150,450
5225,10,3,10,5400,7200,450,450,450,200,550,200,550,400,400,400,150,400,200,550,400,400,400,150,400,200,550
5226,9,5,10,4800,6000,650,650,750,200,550,200,550,650,650,750,150,450,150,450,550,550,750,150,450,150,450
5227,6,3,10,3600,7200,600,600,600,200,550,200,550,450,500,500,150,450,150,450,400,400,400,150,400,150,450
5228,9,4,5,6600,6000,450,450,500,250,700,250,700,450,450,500,200,550,200,550,450,450,450,150,450,150,450
5229,7,3,6,4200,7200,750,750,750,300,800,300,800,450,450,750,300,800,300,800,400,400,750,300,450,300,450
5230,6,3,5,4200,6000,600,600,600,200,400,200,400,600,600,600,200,400,200,400,450,600,600,200,400,200,400
5231,9,5,7,4200,4800,550,800,800,200,450,200,450,450,450,450,200,400,200,450,400,450,450,150,400,150,450
5232,9,3,5,6000,6000,750,750,750,250,600,400,700,400,400,400,250,600,400,700,400,400,400,250,600,250,700
5233,10,4,6,4800,6000,450,450,600,250,450,300,650,400,400,600,200,400,200,400,400,400,600,200,400,200,400
5234,8,5,8,3600,4800,700,700,700,200,400,250,400,550,550,700,200,400,250,400,400,450,450,200,400,250,400
5235,6,5,10,3600,6600,750,750,750,250,400,300,450,400,400,750,250,400,300,450,400,400,750,250,400,300,450
